"('1001', '0')","('1002', '0')","('1003', '0')","('1004', '0')","('1005', '0')","('1006', '0')","('1007', '0')","('1008', '0')","('1009', '0')","('1010', '0')","('1011', '0')","('1012', '0')","('1013', '0')","('1014', '0')","('1015', '0')","('1016', '0')","('1017', '0')","('1018', '0')","('1019', '0')","('1020', '0')","('1021', '0')","('1022', '0')","('1023', '0')","('1024', '0')","('1025', '0')","('1026', '0')","('1027', '0')","('1028', '0')","('1029', '0')","('1030', '0')","('1031', '0')","('1032', '0')","('1033', '0')","('1034', '0')","('1035', '0')","('1036', '0')",gen
3.0,64.9677605,12.19232276,28.89958088,53.77073546,56.49217783,64.2736256,45.65782205,129.8909242,122.82423529,79.66652957,87.74565231,33.92740609,44.78698658,63.21320939,122.67800283,35.42208598,52.55812333,71.50271922,173.54186297,32.93530067,9.74154049,39.73542645,55.12954368,41.2066157,155.64452808,65.5529636,88.82557341,149.22086073,14.29934997,24.85459644,52.72260725,110.82062266,68.58945357,39.20768533,16.93768563,0
33.47324706,44.39991231,56.38714223,87.83045247,49.41026874,15.02877459,71.20767409,115.18030538,10.5302373,74.15185902,92.56624627,81.41770367,42.18075157,211.06818505,123.94437196,26.93102104,63.7929605,128.55939644,25.07843302,19.73190506,11.11847109,15.92640269,33.77859205,38.11883272,83.43879451,57.09401701,18.47049849,3.0,35.83921293,190.97910621,99.62945301,49.44771647,18.10542214,127.96708186,92.18563528,159.85435098,0
17.90372689,44.18589436,40.99178992,176.36841214,65.87271286,158.59416247,159.81385168,68.27170654,54.07396584,136.30371129,222.1752679,50.62522457,56.83544195,101.44812921,123.92769974,24.98860068,34.19605175,95.25346079,70.45962888,68.69626476,17.53504081,52.57636496,57.66184528,164.50009107,35.68447164,31.7195353,53.54166044,58.5876895,80.67992042,31.46526317,65.20518652,58.13483642,141.25782393,122.56375126,7.91049625,169.77764822,0
135.83251099,68.24244471,82.79750487,80.11187227,16.43050858,122.72538308,80.91105361,78.51955831,71.86368536,75.79276238,79.28071424,164.7015882,106.91662387,173.36176197,106.12184199,95.34556918,140.6549725,60.9437623,94.4805121,113.94799989,173.63878447,37.61053894,20.15899539,47.03665759,30.71340859,50.43219431,68.9311514,39.52175814,44.20750986,75.19040459,69.95040552,8.97233647,12.8338142,8.39073335,52.62584219,146.66218345,0
63.60084496,26.11364382,85.46229902,26.1776881,16.68024524,36.59252508,11.73604021,13.01616548,13.519847,55.18474577,12.04572209,86.50056977,94.21170637,122.30732554,96.71610206,156.92594887,15.38695336,75.27500041,151.39058866,61.33208069,35.78818159,103.62950708,25.58817679,18.68664797,36.63055199,182.62145518,38.37857178,49.65388406,34.09456713,37.27422892,31.30956291,3.0,109.5984507,138.34259165,103.57467313,92.87779271,0
144.11134267,34.73783379,72.59132428,17.17909901,16.91412645,79.07268991,98.10684324,30.21012194,116.1212661,138.08297044,81.14843162,106.00786863,96.31768377,20.98259091,12.1265011,128.2856431,100.83043188,147.86334759,89.5368434,11.28205165,62.39184283,85.54734912,102.48194027,38.7090625,61.00134962,23.04414183,61.49212408,130.25647063,101.51893409,28.65859121,64.48836557,29.80801963,89.02029819,46.08517199,52.76947449,94.27456225,0
44.26460566,7.27371563,91.06909835,65.98431691,58.38882201,37.66564381,42.6535924,33.00463142,82.05868554,75.19284759,20.48383266,51.05464357,87.09370279,43.7223397,78.54875244,70.15503571,77.06652591,45.92152078,120.57891612,144.61269269,126.08603782,92.73265011,91.86497881,99.73762962,20.90423469,183.18630658,41.08249653,24.67728371,46.06998563,10.3823445,98.73504632,51.04921582,55.84433703,62.25174172,58.51526204,84.66097686,0
16.98896963,34.87993215,122.82908356,83.52918867,110.90482352,97.78444052,76.40748573,103.16420485,23.17722112,95.54965801,42.07692518,85.77145741,106.22320445,67.89706745,45.80030403,115.68095654,92.77786161,92.05392742,8.51792464,67.10499095,151.8256322,43.92600912,99.31397774,124.16482432,25.8393022,102.4527394,129.43529212,177.93396475,50.64185035,46.20695338,21.4535402,3.0,67.63878063,80.42570501,73.35458368,142.75748548,0
104.49268263,23.0967086,35.905156,61.97892301,73.80898192,74.22797889,37.35146544,86.37096738,61.88109497,86.25494249,31.62923588,66.23890286,11.61620326,16.70484152,36.57440574,9.78376782,32.85335138,68.04904722,27.34830802,62.20584755,19.70020441,113.05468889,92.37688307,62.90234234,75.09220063,96.79086896,25.07843354,62.31355296,48.86381522,23.89401411,53.62686672,56.20949123,44.09650035,74.729816,60.99129189,71.80964269,0
169.23912513,36.63155801,71.49325556,78.49221006,67.59778358,69.15431353,14.05505514,45.84593603,63.48257117,174.45357754,74.76112217,32.83872989,69.04883839,8.66184558,118.28984856,117.44966484,46.10851659,102.13396919,151.32520936,147.24627569,18.54055291,43.1433227,35.35818662,140.89051634,126.05526393,45.66744018,143.80202267,12.82134516,202.16497484,34.32164995,103.8582109,89.03511044,256.01177616,32.7019621,125.15416999,33.80727279,0
33.22169239,48.12206385,65.04685265,119.88218113,81.72391432,20.84294221,63.56346293,115.99989063,64.21751261,109.59927862,116.32037392,61.15422623,102.2544471,185.89428283,28.06514421,71.17298529,72.09932747,109.01608487,136.58705323,10.32196959,8.77405061,77.52290551,137.41343519,46.00258703,74.27526878,93.05686448,172.63024699,124.26466477,20.51314854,52.91990007,106.62234114,9.94991268,31.76514723,78.95206257,86.65469392,51.71359521,0
79.4940416,51.77961497,14.63543019,69.17529863,64.71793949,43.25178954,47.78749706,14.57141676,9.96372711,7.68866733,118.82387495,78.42804465,92.89204877,122.03811568,72.04984169,97.77475498,50.05714998,155.61524558,31.0829488,98.96449843,95.54092458,65.07564847,67.75422072,128.95912104,45.80536418,98.74305302,54.11610753,74.7861664,116.28761233,102.06576349,15.07595674,96.93810457,86.06076898,30.89820395,45.26314032,42.14024008,0
70.14450794,132.01616318,36.68513073,122.11806605,225.46137962,41.82723841,18.91339236,62.26317442,163.20137083,10.50059403,86.80443774,102.74352748,10.59490448,54.50522356,60.51715792,41.55899398,48.2814023,176.10534992,102.12015737,51.06171198,62.86918179,71.20814439,75.20378522,35.44887097,194.93379385,129.37570804,8.71858889,70.28440188,12.42777682,157.71058645,8.06084873,11.59766765,133.96115267,54.97869621,107.37776296,85.37226015,0
95.09582426,38.92138277,141.9899667,48.28248718,68.57042391,119.54472238,182.12363195,86.25855658,54.44877698,38.39467185,133.37113403,79.48296086,76.13778988,51.93118514,142.22244698,226.89206487,131.28057895,53.10326023,30.74759764,72.32274263,224.80302123,121.73292839,160.01389259,122.68033267,17.60992608,50.24587605,5.76401467,45.37602755,41.17061137,42.81047374,66.54596852,119.09225118,53.02886623,149.44878446,86.79591976,26.35586207,0
60.31155413,42.70433342,91.46444722,208.96590878,96.93416352,86.66000475,87.77364453,29.31948102,158.74756399,81.84515637,65.0549093,66.85763798,86.87710698,77.53289225,62.22941468,91.16920063,78.26650921,73.86827387,28.61174654,88.24406468,167.95368174,34.27052149,57.39850747,18.02461094,24.66507544,9.79678321,20.19493888,4.78232844,46.34331924,73.14103998,8.35706702,10.35714452,30.25574676,110.68457719,72.56064027,20.54937063,0
71.68753057,40.71893161,17.97764766,13.66917027,164.93428976,49.97681922,42.2199655,124.27727711,135.81836657,82.53123892,57.6685544,142.76810804,66.04929492,161.24593597,86.01294287,25.43288001,144.48460361,36.59189135,155.84269433,26.42283001,54.8992619,85.51019999,12.99631742,10.72733959,108.55952679,92.32991368,180.22061886,70.11880237,26.56883144,15.60031017,11.08049883,125.27791405,265.53216775,79.83343251,97.61616057,139.25053399,0
119.19597785,59.53111817,140.89178042,71.88075426,16.2444785,158.35044405,143.70138955,69.5799417,98.54245754,73.35455656,150.42527219,82.42823561,126.97719709,24.60737064,49.00183511,177.69445553,20.90517622,98.45019057,13.48426496,105.05284143,46.78675077,33.79956091,124.80852738,184.01061784,44.8449038,73.70515359,130.5397318,121.94723462,92.16910377,192.58318278,37.77243168,51.52349406,40.62223286,121.85874819,58.41231162,69.27366623,0
83.41201574,65.25277831,30.57804312,117.21040639,83.66867565,66.43620209,49.92054816,68.2734973,81.97648553,74.64957894,70.01182428,58.96972682,80.53218047,66.71822206,70.89126777,91.71687086,54.70893007,96.05492461,29.2182146,26.33801028,145.98621932,63.78344925,52.17762891,38.31987488,105.79959401,78.75420315,52.22484556,76.34866476,28.64048324,3.0,86.51632395,26.2845989,133.20484994,13.71492207,34.6613908,42.08416039,0
17.29388907,132.6841893,31.16103014,12.89916526,92.7491656,60.68778095,159.56742151,148.64928574,66.58131037,65.51690319,84.79140684,51.98470666,26.37157331,86.08725283,10.78460561,70.88400883,16.00321204,162.78597078,20.36586482,111.7098296,85.30617263,54.24403535,50.15074941,72.56098577,88.14876666,177.40881218,31.45173827,62.59463898,28.24977385,10.85462769,28.67286425,92.05878659,40.8940888,84.16716435,110.23453936,19.13162754,0
207.09457377,20.60170608,51.73714949,47.78923693,97.0411732,17.70993618,109.94378738,52.53667301,48.4565477,88.73034941,20.75915613,51.89737967,78.75697473,145.80239725,16.25347497,77.89735311,8.05145041,12.09783361,87.22050564,28.16433536,134.66269439,15.64095943,115.79477533,98.25050408,119.98565886,122.02815662,43.08464679,9.14646189,21.66861136,3.0,11.63947365,155.92637153,35.72197376,14.51453763,108.3246855,42.45501644,0
19.23513688,128.36076405,64.96189724,41.04427956,57.93055853,51.04089993,124.46896814,36.33684828,40.95370366,22.14637753,76.50253256,7.42823194,18.38628003,78.17182928,177.23694898,68.08591095,186.15371325,98.37747905,76.08379992,39.70518737,41.01283446,14.25037696,187.98626731,23.80681595,88.78653016,102.72960405,109.97330897,22.60281371,50.1894414,84.68353958,39.26051564,26.61238861,137.37191569,146.46748531,80.44340773,77.22388763,0
52.39259844,179.78139967,31.09045422,105.74649686,125.06050358,74.13937337,16.98853951,58.33806552,170.15004815,119.18441046,19.42072069,246.65964929,55.21347208,93.67990177,95.47562904,16.49372008,15.55447812,112.87126228,62.65973434,71.57684484,165.10141495,116.11100976,85.62310904,66.44301896,88.73469883,27.70009047,199.67605494,135.84696042,90.6052775,108.23202225,20.08557466,28.50679127,46.55612474,104.43378095,95.04226858,64.93392423,0
38.03173377,106.63294206,118.01238576,83.50662408,16.0285102,134.9525334,133.88276237,107.7339433,26.83635623,87.46823547,37.79348118,243.85580141,36.94758408,87.91834859,44.37773215,125.46028074,51.18740192,174.08112355,21.32608018,6.65775451,67.88068878,61.69026046,78.10089673,75.74970075,55.72297126,32.59877871,86.34215638,65.49891555,114.61352322,34.59680193,28.23714783,20.9267415,117.29716128,78.10741061,61.36133409,17.94459251,0
11.78794737,24.12823341,65.23295395,121.31723481,85.98158472,13.66459467,39.68034879,74.01256487,76.70420122,111.46042942,40.95334193,192.43437554,61.92933816,38.64156529,7.98564992,102.10795969,14.10318687,111.63124913,63.81359803,67.11520502,44.18811875,128.29205215,28.43550264,130.65983278,37.13624049,10.97714624,109.29089603,14.64732374,105.87199534,35.36642085,21.13813927,47.56190486,162.89900656,45.50039904,100.14275668,190.54384747,0
131.19058876,97.74807849,13.31717905,166.35242794,90.34455724,9.30777146,88.6235837,156.84772214,72.80414582,113.54988154,57.07381429,83.06389296,56.29719636,75.78080195,91.28668384,47.72283246,38.20522698,29.20197085,53.20002543,10.14153105,83.57532142,158.0037673,92.5283362,10.59286167,57.65553054,66.22218349,42.48535316,105.77340185,5.94659117,13.59572172,122.48089501,106.96966375,28.88388056,70.09485005,86.67600858,44.55351043,0
39.74175949,121.46848969,135.34256786,62.09425541,103.38799837,58.82858412,145.48662035,42.69939141,48.40612228,126.44708704,221.56713865,30.60496013,98.24383715,31.95220732,27.4092031,52.63235171,16.19049324,114.21167553,69.54449242,62.05515496,47.60026149,82.87412174,46.56274845,164.84419342,129.50499148,147.55934323,20.52995114,11.63453001,40.02758185,72.33413362,39.32694966,16.34687811,154.46548015,74.37984928,51.07322516,81.39573729,0
30.72790964,14.16493856,81.82493232,62.68022416,80.74599496,80.18780771,105.69621091,55.11405928,70.65211834,52.038382,120.36433012,44.51497072,45.11454967,69.68793334,86.62430856,98.82412235,16.18300301,60.17680622,42.14692499,147.6453638,40.73211949,71.81054335,39.91532921,43.72351419,11.689494,111.63530297,43.4637181,46.28475655,3.94892133,7.39337001,146.46279596,26.76876815,111.74901218,6.61268344,96.54686895,114.15243127,0
39.22849226,123.48552916,60.75824935,86.29021794,80.97587953,31.15012567,16.52989162,130.74758748,102.30159658,109.75219302,115.02860509,41.22960957,46.3774748,186.05271417,114.15648932,60.03161609,225.12501676,165.16918512,20.40148293,37.03989657,123.23250749,84.02745907,28.04685385,11.83523902,31.08863581,17.71591593,110.69745161,62.7790469,95.093993,50.97141054,13.49783523,18.22800435,14.38456677,140.26653601,159.81795836,78.18372809,0
46.10230347,97.3008931,79.98487877,170.19953265,57.53660786,69.33562762,183.49650895,48.45515355,75.52974449,35.83062388,113.78108671,73.23958164,77.0237219,14.14452043,49.24913562,57.08032659,130.09483393,74.94273886,92.4479581,72.1843143,74.358258,139.13027021,94.16511474,10.53339115,39.8507099,89.63076344,177.06296807,125.59394328,6.1981239,152.04729065,6.63077259,62.10942301,98.00324525,67.08936039,69.25791501,20.65608862,0
30.43422333,69.53305788,74.93721805,115.56131419,43.89745269,103.09259937,143.19947381,54.23048953,8.2601888,109.92331736,77.74306001,86.60149441,36.88721463,101.08284513,40.46638699,55.21480897,90.10638559,105.84548798,48.04895372,128.34107176,3.0,33.17700016,78.79503803,49.78852694,16.13489746,55.75385956,129.68766723,126.14795898,40.52973758,97.28678156,30.03541607,24.50519005,20.59724674,61.39036928,55.18982964,49.10401521,0
50.39026595,36.38019656,61.82154503,24.6264551,85.39404132,95.52229718,15.35504251,22.28947462,81.47107049,76.97314862,172.20915582,19.05696988,60.11077076,177.43530597,79.97053547,69.84676229,37.55230589,76.18986612,94.2590643,29.18999768,81.99167136,12.74219369,103.90894295,32.6328109,25.55073204,20.90192675,85.81851536,16.88550954,57.04843758,42.96868486,12.1263532,16.45095467,255.91867583,159.10286888,137.32316159,44.62891784,0
42.34313396,48.10954402,17.10083744,88.02889343,114.78684941,85.29502928,114.12277766,185.00237566,144.49422629,71.75946998,56.89887461,51.51227101,14.66894921,66.08927741,168.1773111,139.84331362,140.0961186,19.55969402,32.58746343,200.10047634,59.66401039,75.07818732,49.91733736,10.94196841,35.26675714,75.12548773,11.71452865,36.41721147,75.61569845,32.67130735,14.52319052,28.90170285,112.98826871,88.51849066,76.29919931,87.89538033,0
68.20768482,36.82153917,29.44653615,97.08026225,15.78573465,95.18208581,35.87956137,72.27699915,59.99833159,114.56697362,220.29766543,66.41565084,49.66106122,57.43943594,105.28682301,54.05213889,36.08464002,51.18109208,75.78159099,64.07180435,104.93410586,157.97573919,14.30067492,16.31844152,50.36461604,48.52277533,65.06444562,60.31307416,24.13440494,30.14517033,31.08275628,6.99488631,126.09820318,234.26612137,64.80530667,10.46675612,0
14.83962358,71.90811013,119.25118417,60.09271417,27.70363333,65.4056542,53.92795818,61.31891586,90.68308182,8.20026397,52.85314492,32.42866663,36.17782976,16.68381631,28.79103972,26.78452687,48.57376245,20.3507731,65.59273852,39.31656124,12.38396846,129.77137819,30.51304082,13.61264283,10.86579626,46.67184923,19.81009732,134.10681354,16.66958748,16.85273499,79.24337729,8.37167234,37.48013286,161.86724632,8.48429772,35.22602304,0
175.03254855,39.75290777,16.16788696,163.62279528,87.02873427,63.61594959,75.47095193,42.9966991,50.58560442,91.71252276,169.6975195,72.74657493,34.56083664,112.26392442,63.44606293,99.87464558,16.37164458,120.35736308,166.82665023,170.49800802,74.01236227,84.87778649,124.6726014,40.97386591,46.9196689,19.4793588,37.22342308,45.12149938,66.13035884,16.63592619,34.18384674,78.81632943,46.41471701,160.36110917,98.77298593,154.31885215,0
81.8147568,43.29464756,109.18432958,37.08269518,64.14557465,25.84006476,13.04307132,109.02767672,61.25147747,85.76237723,99.2553995,170.75890949,38.47942262,144.62583392,31.88718578,14.45506807,18.09647211,55.74090243,209.65245206,31.1473821,108.10373963,69.31862677,145.94345897,23.36101914,37.61356411,24.68199361,44.32309621,50.11461346,40.30692634,13.76546996,55.51587876,41.26343074,138.41377578,40.6692968,104.805446,61.3889396,0
59.08278999,36.79505038,121.79440038,72.64523808,19.91574891,6.27135768,76.28647253,51.4269442,72.69889644,53.57535001,45.65143551,63.05050313,105.43829623,88.64401834,41.42534741,44.55528507,48.12551987,21.40936062,162.06599402,40.92014933,17.46415115,34.00195182,43.14456882,50.43782425,46.21338063,71.03460812,20.22339573,61.7081522,45.32816422,114.53032037,52.15706692,43.55967314,82.99363438,63.78540486,14.57109374,20.86178494,0
141.52823568,43.69173734,126.81806907,162.50722699,105.26089914,54.19178454,71.67815746,115.18420414,15.26993075,37.07046109,99.95353533,63.24234416,82.14276462,21.90691227,66.16636321,68.44445621,48.90911144,37.87939428,31.58151189,90.99897495,136.66886461,102.66344468,42.40736572,6.26198753,107.91071221,154.68007815,15.7227508,129.96865208,10.42245925,18.82366598,52.73118096,51.43872866,43.74675465,80.97562681,86.83764086,105.75030829,0
46.60101704,26.20959916,115.83078006,57.02151479,87.04775519,74.51753883,15.34104606,16.61747572,80.24081136,106.14777565,158.63458103,118.81768801,15.19820235,140.64852036,10.5177944,142.754226,182.91462192,132.95645879,135.51722103,97.54371985,39.77890097,17.49560989,122.69828477,7.40030647,213.01230292,55.35888988,112.4157962,65.48586963,141.95713407,46.90408656,82.12175024,38.32801712,39.25623363,63.4822193,87.28124636,24.58555346,0
65.85958402,51.44516553,50.72318611,51.42138593,55.69642001,21.22119173,89.45821521,55.21991125,37.79134001,11.59607856,89.23678431,82.40867116,100.84902026,154.72064274,16.1533781,30.17198586,50.52406286,173.55275106,124.57156425,7.61937913,117.09033362,38.16519531,28.61658134,84.59315018,50.43077494,55.43696131,81.91079993,11.13394376,32.61372485,14.04504494,59.13361638,56.19723842,15.90051111,73.64648392,86.74935881,89.29320026,0
86.0752664,21.40363872,21.23399831,38.88516136,98.16517582,33.63624505,13.41137247,33.64560551,22.98665003,95.83757799,13.4031851,123.24198251,13.532647,22.08657401,23.85802782,80.70811125,81.82377672,47.12267071,41.02779312,84.63400201,46.23217967,63.65603098,63.20610687,51.77037856,21.75525746,48.12431053,17.68386485,45.85368368,15.90995714,105.69267624,38.88824695,9.42693145,20.68992154,92.05570431,13.89277788,90.28671273,0
127.57562354,21.16908183,17.85826057,14.5506813,25.85649315,38.06067225,91.18661642,18.54432579,49.38419775,28.17695568,113.58180608,65.2257728,152.77901491,25.45060692,59.40092247,81.8055052,24.56035484,45.69723861,96.71504134,137.30991653,20.99043065,138.63894495,45.46104924,37.36257673,4.46663949,29.82394108,44.08908503,29.72194954,160.16484677,95.44133729,16.44249233,10.01679612,119.7841016,45.98252368,99.84693765,54.50350461,0
43.62134246,126.42123338,13.73181604,168.85205843,110.37531084,12.93560356,16.88269572,44.23509271,140.47760189,22.73968031,105.08652056,25.01555663,58.26637783,63.63566164,12.0234997,96.98187898,146.5917108,29.50807622,13.32532167,22.72555401,58.20632566,129.90229173,8.5765478,65.34898747,14.0025656,20.22459402,11.08089597,29.21002979,28.60705183,14.62322231,103.261084,17.86071734,117.63793111,123.09014562,171.33205157,244.75487763,0
46.89115719,25.73634575,31.53123965,136.9119253,127.78289848,87.58999041,66.25043439,136.95923921,91.77501013,38.26428572,132.73229744,85.95645354,137.90728788,60.1967724,70.22824892,34.33339081,56.96886782,41.95065274,49.81681909,36.79801329,38.33212091,147.77758988,17.73309494,94.59389201,20.13451045,29.96144449,69.60486015,51.75805045,11.88490713,20.88400393,15.89057791,75.89144896,92.99796615,225.01303818,108.60603574,40.61075119,0
20.82249242,22.62979344,34.23532422,95.16900139,38.83817624,53.4939891,41.37490873,31.48187914,98.64972049,183.75246506,12.29745254,40.71508413,115.20590069,134.32609043,132.1417072,92.4988566,15.7240492,35.65129378,65.71316292,57.31192759,77.67900809,75.33254996,122.28540763,101.12021173,11.26989703,173.67433221,52.72736856,20.81127098,41.03174503,23.16124091,5.97246548,16.9484716,70.71041418,143.06368537,99.19648721,70.58479884,0
34.90066711,183.65306189,94.82775305,52.77714026,35.52276239,73.6225731,86.88497762,15.98070959,91.29399739,13.68903881,63.18063458,60.50192028,55.66915046,189.65976395,46.36156165,91.32806923,64.78050687,111.30250703,155.35234053,47.81462583,75.15522486,37.13150249,48.74344692,83.06503893,81.89889995,39.04741967,29.80082917,13.83542362,36.12361724,27.40166545,185.82862815,15.00233086,70.16342451,96.66227372,13.59809862,149.05221667,0
124.18446691,79.17253005,40.53147482,104.50161136,14.62195934,69.15825566,153.39559409,100.93172934,79.88306597,32.28303219,47.62819039,98.01210472,202.57967791,114.33067713,70.86876018,59.72919139,108.36385578,48.89958066,192.67888673,72.16812896,3.0,81.84924374,74.89946724,57.13185611,55.44740936,101.69834091,24.68789706,54.71345434,74.15151769,49.24797823,12.42116155,9.8689959,117.02078714,104.35553499,109.3416794,87.64457487,0
66.39258417,37.93400158,74.23201815,79.50306252,25.95178595,105.3916408,101.19538998,43.57262284,180.02392874,65.90594939,145.638465,82.88907176,54.13853729,9.92396474,16.47208956,101.03005147,32.29683428,49.50952164,129.91851269,28.59459707,111.73923206,44.49023442,161.40951785,134.14699769,16.73727463,13.59375779,58.18140734,101.16560018,3.9484285,16.60543614,15.83468265,61.98545081,37.42500961,26.40453144,38.155599,30.50562998,0
83.39992736,20.71875018,81.80844985,157.78530046,58.27579232,163.43515883,44.60917384,80.58387968,28.70425722,37.58213122,51.17147053,16.27233687,60.32391097,79.53705597,86.7036459,42.42264763,47.67099519,20.12921573,59.97895132,60.58329756,18.4245877,110.47801564,69.00436445,37.65393153,55.77123885,101.07262523,95.13301041,42.74732078,94.29493635,124.79058846,51.03246342,56.14467342,136.62577359,64.82740398,16.58133802,106.86660971,0
57.54548017,41.94512621,122.41549613,26.30662587,49.07311472,68.51701166,22.52925058,51.32351977,70.98732394,32.74835025,67.40952139,104.71009147,185.10655478,38.17049778,30.04413783,43.4981967,34.97206142,11.44607861,68.73062855,50.98157223,36.36495624,61.94176305,58.11553233,51.14717551,112.087604,96.12113753,130.8814051,13.52882087,17.40507135,60.34478248,14.09925633,50.13511563,8.24115515,103.86052559,142.9781,244.16479827,0
73.01277867,16.82888506,153.36779734,95.67277427,57.18169351,104.75510458,64.1657065,109.51795862,55.51238504,190.82799097,122.8337764,38.01422551,93.95754703,44.47099401,68.89087601,19.93396687,59.25342941,180.86772479,155.33566193,18.48136819,23.00947096,88.87144208,66.78393467,21.62106648,32.49529984,63.49153229,151.37016805,44.61975694,47.83437472,75.03498322,63.42612392,57.29530946,14.98097623,106.99898974,69.00158806,126.03333453,0
